"aspect","rating","raw_text","cleaned_text"
"examination",-1,"not so good","good"
"examination",1,"all good","good"
"examination",-1,"Not that much good 
Students are working so hard
But they aren't getting satisfactory result","much good students working hard arent getting satisfactory result"
"examination",0,"All are good except paper checking. It should be improved","good except paper checking improved"
"examination",1,"Overall all these things are the plus point of the university","overall things plus point university"
"examination",1,"Notbad","notbad"
"examination",1,"It is very gud","gud"
"examination",0,"Examination pattern is good but marks distribution very confusing","examination pattern good marks distribution confusing"
"examination",1,"Exam pattren is good, marks distribution is also good bt paper cheacking is very tight.","exam pattren good marks distribution also good bt paper cheacking tight"
"examination",1,"Everything is fine.","everything fine"
"examination",0,"Examination pattern is good but marks distribution very confusing","examination pattern good marks distribution confusing"
"examination",1,"satisfactory","satisfactory"
"examination",1,"Good","good"
"examination",1,"Good","good"
"examination",1,"Very good","good"
"examination",1,"Very good","good"
"examination",1,"Accurate","accurate"
"examination",0,"it is neither too good nor too bad","neither good bad"
"examination",1,"exam pattern is good and good paper checking.","exam pattern good good paper checking"
"examination",1,"Excellent","excellent"
"examination",1,"good","good"
"examination",1,"good","good"
"examination",1,"good","good"
"examination",1,"good","good"
"examination",1,"good","good"
"examination",1,"good","good"
"examination",1,"Excellent","excellent"
"examination",1,"examination pattern, marks, paper checking is good.","examination pattern marks paper checking good"
"examination",-1,"too many examination, we are frustrated","many examination frustrated"
"examination",0,"too much examinations","much examinations"
"examination",0,"average","average"
"examination",1,"examination including exam pattern is good in some ways.MCQs shouls given to students for the preparation of exams.","examination including exam pattern good waysmcqs shouls given students preparation exams"
"examination",-1,"the level of examination should be raised. Questions with reasoning must be included","level examination raised questions reasoning must included"
"examination",1,"ok","ok"
"examination",1,"fair marking scheme and adaptable pattern","fair marking scheme adaptable pattern"
"examination",0,"pattern of examination is good but paper checking is not at all going in a good way.","pattern examination good paper checking going good way"
"examination",-1,"there should not be negative marking","negative marking"
"examination",1,"all things are good","things good"
"examination",-1,"there should not be negative marking","negative marking"
"examination",-1,"there should not be negative marking","negative marking"
"examination",1,"not bad","bad"
"examination",1,"All is good .","good"
"examination",1,"I like it , i am satisfied all these work","like satisfied work"
"examination",1,"Good","good"
"examination",1,"excellent","excellent"
"examination",1,"quite good","quite good"
"examination",1,"good","good"
"examination",-1,"very poor","poor"
"examination",1,"exam pattern is good and good paper checking but paper checking can be improved","exam pattern good good paper checking paper checking improved"
"examination",1,"exam pattern is good, very well marks distribution and paper checking varies from faculty to faculty.","exam pattern good well marks distribution paper checking varies faculty faculty"
"examination",1,"all excellent","excellent"
"examination",1,"good","good"
"examination",1,"Excellent","excellent"
"examination",1,"good","good"
"examination",1,"good","good"
"examination",0,"marks distribution is good but paper checking is not that well","marks distribution good paper checking well"
"examination",1,"satisfied","satisfied"
"examination",1,"Excellent","excellent"
"examination",1,"Good","good"
"examination",1,"good","good"
"examination",-1,"Very Tough","tough"
"examination",1,"good","good"
"examination",1,"Excellent","excellent"
"examination",1,"Good","good"
"examination",1,"good.","good"
"examination",1,"it is good","good"
"examination",-1,"bad","bad"
"examination",0,"Examination pattern is good but mcq paper checking marks are not correct sometimes.","examination pattern good mcq paper checking marks correct sometimes"
"examination",-1,"very strict","strict"
"examination",1,"It is a good way in pattern","good way pattern"
"examination",1,"good","good"
"examination",1,"good","good"
"examination",-1,"Not good","good"
"examination",1,"Very good","good"
"examination",-1,"as per the exam pattern maths exam always have to be subjective rather than objective.","per exam pattern maths exam always subjective rather objective"
"examination",1,"all good","good"
"examination",-1,"its very bad thing not sowing answer of mcQ in exam we dont jiged what is rigth and rong where mak mistacvk","bad thing sowing answer mcq exam dont jiged rigth rong mak mistacvk"
"examination",1,"coming to the examinations it is good","coming examinations good"
"examination",0,"In CA's its in the hands of lectures... while in mte's and ete's its good.","cas hands lectures mtes etes good"
"examination",0,"i think mid trem should be also subjective","think mid trem also subjective"
"examination",1,"exam pattern and marks distribution are good","exam pattern marks distribution good"
"examination",1,"good","good"
"examination",1,"very good","good"
"examination",1,"good","good"
"examination",1,"Examination pattern and marks distribution all the terms are good.Ca and MTE also give the chance to students for improving.","examination pattern marks distribution terms goodca mte also give chance students improving"
"examination",1,"GOOD","good"
"examination",0,"in examinations please try to give question papers","examinations please try give question papers"
"examination",1,"very good","good"
"examination",1,"GOOD AND STRICT","good strict"
"examination",-1,"not much good","much good"
"examination",0,"exams conducting is very good .but paper correction is very bad","exams conducting good paper correction bad"
"examination",0,"The examination pattern is good. More of logic based and subjective questions to be asked which is based upon conceptual learning. Paper checking must be done in a more lucid manner because many doubts arise with the checking of OMR sheet.","examination pattern good logic based subjective questions asked based upon conceptual learning paper checking must done lucid manner many doubts arise checking omr sheet"
"examination",1,"all these are good","good"
"examination",1,"the best pattern of examination are in lpu .","best pattern examination lpu"
"examination",0,"mid term percentage should be increased so that students get more choice to get success in the examinations","mid term percentage increased students get choice get success examinations"
"examination",1,"very good","good"
"examination",1,"Good","good"
"examination",1,"good","good"
"examination",1,"The examination system of the university is very impressive.The sitting plan of he students is made in such a way that no 2 students of same class give the exam in same room or even sometimes same blocks.Through this students also get to know and visit different blocks of the university.The checking is also fair .","examination system university impressivethe sitting plan students made way 2 students class give exam room even sometimes blocksthrough students also get know visit different blocks universitythe checking also fair"
"examination",1,"Everything is pretty well organised","everything pretty well organised"
"examination",1,"good","good"
"examination",1,"very good 5/5","good 55"
"examination",1,"good","good"
"examination",-1,"for some subjects like maths and english(passage writing) the time duration neds to increase","subjects like maths englishpassage writing time duration neds increase"
"examination",0,"Pattern is good ...marks distribution that includes ca,mt,et ,nd attendence all that is  little complicated","pattern good marks distribution includes camtet nd attendence little complicated"
"examination",1,"good","good"
"examination",1,"every thing is fine.","every thing fine"
"examination",1,"good","good"
"examination",1,"Probably the best part of university is its examination and its pattern.","probably best part university examination pattern"
"examination",1,"I have never seen this type of examination,,,,,,,very GOOD  pattern","never seen type examinationvery good pattern"
"examination",-1,"examination checking sucks here , don't knw why I get low marks even if 4 qustions are wrong . answer key of exam is absurd, discrepancy system is not advantageous, answers of exam not right, omr should be uploaded","examination checking sucks dont knw get low marks even 4 qustions wrong answer key exam absurd discrepancy system advantageous answers exam right omr uploaded"
"examination",1,"It is best","best"
"examination",1,"Good","good"
"examination",1,"good","good"
"examination",-1,"examination pattern is good but,,there is blunder mistake.that is we ha no alternate to check the mistake where we have done morever no question papers also not given for discussion.so i suggest to..provide option for checking mistakes in the MCQ exams such as midterm.","examination pattern good butthere blunder mistakethat ha alternate check mistake done morever question papers also given discussionso suggest toprovide option checking mistakes mcq exams midterm"
"examination",1,"good","good"
"examination",1,"ok","ok"
"examination",1,"good","good"
"examination",1,"excellent","excellent"
"examination",-1,"time not sufficient","time sufficient"
"examination",1,"good","good"
"examination",1,"exam pattern is good","exam pattern good"
"examination",1,"excellent!!!","excellent"
"examination",0,"every thing is excllent but paper checking is not good","every thing excllent paper checking good"
"examination",-1,"We don't get answers key and even the question papers for our mcq exams.There should be some means by which we could recheck our answers and get to know what mistakes we have made.","dont get answers key even question papers mcq examsthere means could recheck answers get know mistakes made"
"examination",0,"exam pattern is very nice but paper checking is not at all good .","exam pattern nice paper checking good"
"examination",1,"good","good"
"examination",0,"Exam pattern and marks distribution are excellent but sometimes there are some errors in paper checking.","exam pattern marks distribution excellent sometimes errors paper checking"
"examination",1,"good","good"
"examination",0,"exam  pattern is very good but if you give question papers to students it is helpful","exam pattern good give question papers students helpful"
"examination",1,"its better","better"
"examination",1,"Excellent","excellent"
"examination",1,"Exam pattern Very good, Marks distribution good but sometimes disappointing, paper checking OK","exam pattern good marks distribution good sometimes disappointing paper checking ok"
"examination",1,"yeah its obviously good","yeah obviously good"
"examination",1,"exam pattern is completely different the entire exams are objective oriented resumbling  the education in abroad my review is 5/5","exam pattern completely different entire exams objective oriented resumbling education abroad review 55"
"examination",1,"everything was good.","everything good"
"examination",1,"everything is good.","everything good"
"examination",0,"excellent but checking procedure is not exceptable since we  fail to know our faults in mid term..","excellent checking procedure exceptable since fail know faults mid term"
"examination",1,"Excellent exam pattern, paper checking in this university is easy","excellent exam pattern paper checking university easy"
"examination",0,"I don't like the -ve marking system. appart from that everything is great","dont like ve marking system appart everything great"
"examination",-1,"Returning the question paper after the exams to be expected,because to clear and clarify the doubts regarding particular subjects","returning question paper exams expectedbecause clear clarify doubts regarding particular subjects"
"examination",1,"examination pattern was excellent","examination pattern excellent"
"examination",1,"good","good"
"examination",1,"Exams are conducted upon the the basis of the revised chapters upto that point, marks distribution is appropriate, paper checking is good","exams conducted upon basis revised chapters upto point marks distribution appropriate paper checking good"
"examination",0,"very hard papers and main concept papers","hard papers main concept papers"
"examination",1,"Good","good"
"examination",-1,"Not so good","good"
"examination",-1,"strict paper correction.","strict paper correction"
"examination",0,"super but paper checking is not good","super paper checking good"
"examination",1,"NICE TIMING..","nice timing"
"examination",0,"That's good to have a negative marking pattern in exam but the time is not sufficient to do all the questions.","thats good negative marking pattern exam time sufficient questions"
"examination",1,"EXAMPATTERN IS GOOD AND MARKS DISTRIBUTION IS ALSO GOOD AND PAPER CHECKING IS VERY HARD","exampattern good marks distribution also good paper checking hard"
"examination",0,"exam pattern is good and marks distribution is also good but paper checking is too hard","exam pattern good marks distribution also good paper checking hard"
"examination",1,"all are good","good"
"examination",0,"The examination pattern is good .But time is not sufficient for those questions.","examination pattern good time sufficient questions"
"examination",1,"MCQ pattern is quite good and efficient way for evolving students.","mcq pattern quite good efficient way evolving students"
"examination",0,"PAPER CHECKING IS VERY HARD REMAINING IS GOOD","paper checking hard remaining good"
"labwork",-1,"not satisfactory, lab work must include latest technologies","satisfactory lab work must include latest technologies"
"labwork",1,"Good","good"
"labwork",1,"Lab work is properly covered in the labs by the faculty and evaluations help to learn more practical knowledge in depth.","lab work properly covered labs faculty evaluations help learn practical knowledge depth"
"labwork",1,"Good","good"
"labwork",1,"practical work provides detail knowledge of theoretical work","practical work provides detail knowledge theoretical work"
"labwork",1,"Yes","yes"
"labwork",1,"Good","good"
"labwork",1,"Everything is going fine in lab . learning new things. That is good for us","everything going fine lab learning new things good us"
"labwork",1,"Good","good"
"labwork",1,"Good","good"
"labwork",-1,"Lab and practical are not upto the mark. The topic which are practiced are almost already done in Btech.","lab practical upto mark topic practiced almost already done btech"
"labwork",-1,"Not upto the mark","upto mark"
"labwork",-1,"lab improves practical knowledge","lab improves practical knowledge"
"labwork",0,"Sometimes systems at labs are screwed up .Otherwise everything is  at their respected desk.","sometimes systems labs screwed otherwise everything respected desk"
"labwork",1,"Good","good"
"labwork",1,"Good","good"
"labwork",1,"Practical work is fair","practical work fair"
"labwork",1,"Good","good"
"labwork",1,"Practical and easy learning","practical easy learning"
"labwork",-1,"The evaluation is again bad for our CA, as one of our faculty is really weird. He gives us remarks on the basis of how we present things in front of it, he never look for the content of our answer, which is really annoying. As he expects us to deliver answer in the way he wants us to do. But how can a person do that, as people do have different mentality and they do explain themselves in different manner, so a teacher must understand that quality of a child and should give him marks on the basis of what they say not what they should say.","evaluation bad ca one faculty really weird gives us remarks basis present things front never look content answer really annoying expects us deliver answer way wants us person people different mentality explain different manner teacher must understand quality child give marks basis say say"
"labwork",1,"Good.","good"
"labwork",1,"Good","good"
"labwork",1,"Good","good"
"labwork",1,"well and good infrastructure and have trending software in lab","well good infrastructure trending software lab"
"labwork",1,"Good","good"
"labwork",0,"Average","average"
"labwork",-1,"3 hours practical is so long. It should be of 2 hours only","3 hours practical long 2 hours"
"labwork",1,"Good","good"
"labwork",1,"ok ok","ok ok"
"labwork",-1,"practicle must be of 2 hours","practicle must 2 hours"
"labwork",1,"It's good 
Also depends on teacher's knowledge and student's interest","good also depends teachers knowledge students interest"
"labwork",1,"All good","good"
"labwork",0,"Average","average"
"labwork",-1,"Too much lanlb file work","much lanlb file work"
"labwork",0,"Evaluation method is gud.But the content is more to write in file","evaluation method gudbut content write file"
"labwork",1,"excellent","excellent"
"labwork",1,"Its good","good"
"labwork",0,"I think electrotherapy practical should be of 2 hours.That's enough I think.Rest is fine.","think electrotherapy practical 2 hoursthats enough thinkrest fine"
"labwork",1,"excellent","excellent"
"labwork",-1,"lab duration of 3 hours is very long .","lab duration 3 hours long"
"labwork",0,"Average","average"
"labwork",1,"Good","good"
"labwork",1,"Good","good"
"labwork",1,"It's good","good"
"labwork",1,"It's good","good"
"labwork",1,"lab evaluations are pretty good .they help us a lot.","lab evaluations pretty good help us lot"
"labwork",1,"having good material in labs.","good material labs"
"labwork",1,"too much good","much good"
"labwork",1,"good","good"
"labwork",0,"average","average"
"labwork",-1,"it is difficult to understand experiment in 1 hour","difficult understand experiment 1 hour"
"labwork",1,"good","good"
"labwork",1,"good","good"
"labwork",1,"good","good"
"labwork",1,"lab work is also good","lab work also good"
"labwork",1,"lab work is quite good","lab work quite good"
"labwork",0,"lab activities are good but not satisfactory in explaining point of view.","lab activities good satisfactory explaining point view"
"labwork",1,"helps in improving skills","helps improving skills"
"labwork",1,"lab work is nice.","lab work nice"
"labwork",1,"practical work including evaluations are good so that students can learn about practicals.","practical work including evaluations good students learn practicals"
"labwork",1,"laboratory provides us a good knowledge about practicals.","laboratory provides us good knowledge practicals"
"labwork",1,"good","good"
"labwork",-1,"practical work insome labs are not upto the marks","practical work insome labs upto marks"
"labwork",0,"labs are good but experiments are not very informative","labs good experiments informative"
"labwork",-1,"the labs are not practically built","labs practically built"
"labwork",1,"good","good"
"labwork",1,"practical work is good","practical work good"
"labwork",1,"good","good"
"labwork",1,"super","super"
"labwork",1,"This is the best in our university because there is no other university which takes seriously for practical work.","best university university takes seriously practical work"
"labwork",-1,"some time lab is not proper working , some teacher's practical knowledge is less on the other side evaluations is not that much good","time lab proper working teachers practical knowledge less side evaluations much good"
"labwork",1,"Good","good"
"labwork",1,"satisfactory","satisfactory"
"labwork",-1,"very poor.no equipments are there","poorno equipments"
"labwork",-1,"poor","poor"
"labwork",-1,"very poor.no equipments are there","poorno equipments"
"labwork",-1,"lab practicals and evaluations are below average and need lot of changes and improvements","lab practicals evaluations average need lot changes improvements"
"labwork",-1,"lab practical work can further be improved so that it can meet industrial standards","lab practical work improved meet industrial standards"
"labwork",1,"excellent work","excellent work"
"labwork",1,"good","good"
"labwork",1,"good","good"
"labwork",1,"good","good"
"labwork",1,"very good","good"
"labwork",-1,"its hard to find a computer working in lab. Students cannot save data in one single PC","hard find computer working lab students cannot save data one single pc"
"labwork",1,"good","good"
"labwork",-1,"Not good, becouse in lab teachers donot teach us how to work on live projects or how to make a live project. So i have ovserved that whatever teachers have been teachig us in lab that will not usefull in our future life.","good becouse lab teachers donot teach us work live projects make live project ovserved whatever teachers teachig us lab usefull future life"
"labwork",-1,"not good..the timing is too much for labs and syllabus is also so vast.we don't get propr revision","goodthe timing much labs syllabus also vastwe dont get propr revision"
"labwork",1,"good","good"
"labwork",1,"Good","good"
"labwork",1,"good","good"
"labwork",1,"Good","good"
"labwork",1,"Good","good"
"labwork",1,"satisfactory.","satisfactory"
"labwork",-1,"i hate it","hate"
"labwork",1,"very good","good"
"labwork",-1,"Practical work is in interesting but different teachers evaluate in their own way. Some of the teachers in some section  give marks without taking viva and some does not give marks accordingly","practical work interesting different teachers evaluate way teachers section give marks without taking viva give marks accordingly"
"labwork",1,"good","good"
"labwork",1,"good","good"
"labwork",1,"good","good"
"labwork",1,"good","good"
"labwork",1,"Good","good"
"labwork",1,"Good","good"
"labwork",1,"as per the lab evaluation we r satisfied with  it","per lab evaluation r satisfied"
"labwork",1,"good","good"
"labwork",1,"lab and practical work are litial good","lab practical work litial good"
"labwork",1,"good","good"
"labwork",-1,"not very good... must be improved.","good must improved"
"labwork",1,"good","good"
"labwork",1,"very good","good"
"labwork",-1,"bad","bad"
"labwork",1,"good","good"
"labwork",1,"good","good"
"labwork",1,"With the help of practicals students are able to understand all the concept.so it is also good.","help practicals students able understand conceptso also good"
"labwork",1,"GOOD","good"
"labwork",1,"very good","good"
"labwork",1,"good","good"
"labwork",1,"LAB IS VERY GOOD","lab good"
"labwork",1,"good","good"
"labwork",-1,"not good...... must be improve","good must improve"
"labwork",1,"Lab evaluations are good.","lab evaluations good"
"labwork",0,"it was good but it can be improved","good improved"
"labwork",-1,"most of the teacher don't even bother about the practical performed by students.They give marks just by seeing face or something like that.","teacher dont even bother practical performed studentsthey give marks seeing face something like"
"labwork",-1,"good  but marks are not given properly","good marks given properly"
"labwork",1,"good","good"
"labwork",1,"Excellent","excellent"
"labwork",0,"practicals are good but evaluations are not because they don't give enough time to work","practicals good evaluations dont give enough time work"
"labwork",1,"They are conducted in proper way.","conducted proper way"
"labwork",0,"Teachers are supposed to let the students know the actual use of the instruments used in the lab.","teachers supposed let students know actual use instruments used lab"
"labwork",1,"excellent ...they  work hard..their way of teaching is also pretty good","excellent work hardtheir way teaching also pretty good"
"labwork",0,"average 3.5/5","average 355"
"labwork",1,"good","good"
"labwork",0,"In labs,the lecturers has to interact with each student to improve their knowledge, in all the ways,before giving us the work they must explain about the experiment once so that we will come to know how to perform n take precautions while doing,........","labsthe lecturers interact student improve knowledge waysbefore giving us work must explain experiment come know perform n take precautions"
"labwork",1,"Good","good"
"labwork",1,"ok","ok"
"labwork",1,"its fine.","fine"
"labwork",1,"good","good"
"labwork",-1,"More number of lab/practicals should be there to enhance practical knowledge.","number labpracticals enhance practical knowledge"
"labwork",1,"Here we r able to do every thing by our own with u r valuable support","r able every thing u r valuable support"
"labwork",1,"pretty good","pretty good"
"labwork",1,"Very Good","good"
"labwork",1,"Good","good"
"labwork",1,"good","good"
"labwork",-1,"There are no sufficient lab equipments in the labs and the avilable euipments are also not perfect.","sufficient lab equipments labs avilable euipments also perfect"
"labwork",1,"good","good"
"labwork",1,"good","good"
"labwork",1,"good","good"
"labwork",1,"super","super"
"labwork",0,"it is good leaning in lab but the lab instruments are not properly working","good leaning lab lab instruments properly working"
"labwork",1,"very bad","bad"
"labwork",1,"good","good"
"labwork",1,"good","good"
"labwork",1,"labs are very interesting it is helpful to know the knowledge","labs interesting helpful know knowledge"
"labwork",-1,"According to me students are doing lab only for marks .","according students lab marks"
"labwork",1,"lab practical work help us to learn the things properly and evalution is also very necessary as it helps us to retain concepts","lab practical work help us learn things properly evalution also necessary helps us retain concepts"
"labwork",1,"good","good"
"labwork",1,"Lab or practical work is excellent and yes including evaluations also.","lab practical work excellent yes including evaluations also"
"labwork",1,"good","good"
"labwork",1,"lab is very much helpful","lab much helpful"
"labwork",-1,"in lab also they are showing parilaty","lab also showing parilaty"
"labwork",1,"Good","good"
"labwork",-1,"Lab evaluations are very strict","lab evaluations strict"
"labwork",1,"good","good"
"labwork",-1,"the lab evaluations are very strict","lab evaluations strict"
"labwork",1,"labs n practicals are good.","labs n practicals good"
"labwork",1,"practicals are pretty well.","practicals pretty well"
"labwork",1,"good","good"
"labwork",1,"There is good evaluations in lab regarding practicle","good evaluations lab regarding practicle"
"labwork",1,"Very good","good"
"labwork",1,"Its Good","good"
"labwork",0,"lab and practical works are good..with a little draw back of faculty in connecting  the lab practical to the outside  world..","lab practical works goodwith little draw back faculty connecting lab practical outside world"
"labwork",1,"I like it soo much","like soo much"
"labwork",1,"Lab is good the Prof explains everything before the lab begins and the Lab Asst helps us during the experiments","lab good prof explains everything lab begins lab asst helps us experiments"
"labwork",-1,"very strcitly they evaluted marks","strcitly evaluted marks"
"labwork",1,"Good enough","good enough"
"labwork",1,"very good","good"
"labwork",1,"nice..enough","niceenough"
"labwork",1,"labs are interesting and helpful toknoe the knowledge","labs interesting helpful toknoe knowledge"
"labwork",-1,"NOT GOOD ...","good"
"labwork",1,"Labs helps to know how the work is done.It thought me a good lessons.","labs helps know work doneit thought good lessons"
"labwork",1,"IT IS GOOD","good"
"labwork",1,"all labs and practical going on well","labs practical going well"
"labwork",1,"not bad","bad"
"labwork",1,"Labs are upto the mark.","labs upto mark"
"labwork",-1,"Our labs do not have all facalities.","labs facalities"
"labwork",1,"ALL PRACTICAL WORK IS GOOD","practical work good"
"library_facilities",0,"library facilities are good but number of books are less","library facilities good number books less"
"library_facilities",-1,"Not good","good"
"library_facilities",1,"Library facilities are excellent in terms of good techniques that are used over there.","library facilities excellent terms good techniques used"
"library_facilities",0,"Its the best thing i have seen in this university,albeit the behaviour of library staff is unprofessional at times. They are whimsically rude.","best thing seen universityalbeit behaviour library staff unprofessional times whimsically rude"
"library_facilities",1,"library has huge collection of books from different authors","library huge collection books different authors"
"library_facilities",1,"Yes","yes"
"library_facilities",1,"Hardworking","hardworking"
"library_facilities",0,"I am satisfied with the facilities but few books are limited of  database distribution","satisfied facilities books limited database distribution"
"library_facilities",-1,"Its required some libral in rules","required libral rules"
"library_facilities",-1,"Its required some libral in rules","required libral rules"
"library_facilities",1,"Good","good"
"library_facilities",1,"Good","good"
"library_facilities",1,"good library facilities","good library facilities"
"library_facilities",1,"Library facilities are very good. No issues","library facilities good issues"
"library_facilities",1,"Hardworking","hardworking"
"library_facilities",1,"Good","good"
"library_facilities",1,"Excellent","excellent"
"library_facilities",1,"Good","good"
"library_facilities",1,"Good","good"
"library_facilities",0,"Again some of the faculties don't know how to behave otherwise it is good.","faculties dont know behave otherwise good"
"library_facilities",1,"Descent.","descent"
"library_facilities",1,"Good","good"
"library_facilities",1,"Good","good"
"library_facilities",1,"library is very well managed and provide needed facilities to us","library well managed provide needed facilities us"
"library_facilities",-1,"Its required some libral in rules","required libral rules"
"library_facilities",1,"They are doing there job well","job well"
"library_facilities",-1,"Well... all the books are not avilable . If they are in library , books are in less number and strength of student are large.","well books avilable library books less number strength student large"
"library_facilities",1,"Good","good"
"library_facilities",-1,"all books are not available","books available"
"library_facilities",-1,"the system in library usually does not work . so it creates a problem for us to issue the book","system library usually work creates problem us issue book"
"library_facilities",-1,"Sometimes only book is available for some subjects
And it is reserved","sometimes book available subjects reserved"
"library_facilities",1,"Its very helpful","helpful"
"library_facilities",1,"Awesome, peaceful, relaxing atmosphere","awesome peaceful relaxing atmosphere"
"library_facilities",-1,"All books are not available","books available"
"library_facilities",-1,"I think number of books are very less according to the students .Only 2-3 copies are available.","think number books less according students 23 copies available"
"library_facilities",1,"good","good"
"library_facilities",1,"Thats good","thats good"
"library_facilities",-1,"I think stock is not enough more books are required.","think stock enough books required"
"library_facilities",1,"good","good"
"library_facilities",1,"very cooperative","cooperative"
"library_facilities",1,"Nice","nice"
"library_facilities",1,"Good","good"
"library_facilities",1,"Satisfactory","satisfactory"
"library_facilities",1,"Fine","fine"
"library_facilities",1,"Fine","fine"
"library_facilities",1,"library facilities provided are excellent","library facilities provided excellent"
"library_facilities",1,"good facilities","good facilities"
"library_facilities",0,"average","average"
"library_facilities",1,"better","better"
"library_facilities",1,"excellent","excellent"
"library_facilities",1,"good","good"
"library_facilities",1,"good","good"
"library_facilities",-1,"some books are not available. So please provide","books available please provide"
"library_facilities",1,"there are doing there job good","job good"
"library_facilities",1,"all are hardworking and punctual","hardworking punctual"
"library_facilities",1,"Excellent","excellent"
"library_facilities",1,"library is awesome and rich","library awesome rich"
"library_facilities",1,"they are good","good"
"library_facilities",1,"library facility is good","library facility good"
"library_facilities",1,"library facilities are good for students.","library facilities good students"
"library_facilities",1,"very good library facilities. Issuing time of book must be increased","good library facilities issuing time book must increased"
"library_facilities",1,"good","good"
"library_facilities",-1,"more books should be provided and the issue period should be increased","books provided issue period increased"
"library_facilities",1,"very good library facilities. Issuing time of book must be increased","good library facilities issuing time book must increased"
"library_facilities",0,"never went there","never went"
"library_facilities",1,"they are good","good"
"library_facilities",-1,"book issuing time should be increased for 2 weeks","book issuing time increased 2 weeks"
"library_facilities",1,"good","good"
"library_facilities",1,"excellent","excellent"
"library_facilities",0,"Really our library provides very good facilites for students and teachers but fine  system was not good it was directly increased upto 10.This is not a good thing.","really library provides good facilites students teachers fine system good directly increased upto 10this good thing"
"library_facilities",1,"Its good and proper design","good proper design"
"library_facilities",1,"Good","good"
"library_facilities",1,"Excellent","excellent"
"library_facilities",1,"good","good"
"library_facilities",0,"average","average"
"library_facilities",1,"average","average"
"library_facilities",1,"library contains all the books regarding courses and other materials and very cooperative library staff","library contains books regarding courses materials cooperative library staff"
"library_facilities",1,"all the books are easily available and accessable and the limit of book issued need to be increased","books easily available accessable limit book issued need increased"
"library_facilities",1,"all are good","good"
"library_facilities",1,"good","good"
"library_facilities",1,"library facilities are good . Every book is available in the library","library facilities good every book available library"
"library_facilities",1,"good","good"
"library_facilities",1,"very good library facilities. Issuing time of book must be increased","good library facilities issuing time book must increased"
"library_facilities",-1,"as per libraries, few books are not available and in computer library there are hardly 5 PCs working","per libraries books available computer library hardly 5 pcs working"
"library_facilities",1,"good","good"
"library_facilities",1,"Excellent","excellent"
"library_facilities",-1,"books are less","books less"
"library_facilities",1,"good","good"
"library_facilities",1,"Excellent","excellent"
"library_facilities",1,"excellent","excellent"
"library_facilities",1,"Good","good"
"library_facilities",1,"Good","good"
"library_facilities",1,"good.","good"
"library_facilities",1,"i love it","love"
"library_facilities",-1,"i think library facilities are only for hostelers","think library facilities hostelers"
"library_facilities",-1,"Capacity of library is less compared to size of university.","capacity library less compared size university"
"library_facilities",1,"library has providing excellent facilities","library providing excellent facilities"
"library_facilities",1,"It will provide us various books to increase our knowledge or to understand the  concept because it is good","provide us various books increase knowledge understand concept good"
"library_facilities",1,"good","good"
"library_facilities",1,"good","good"
"library_facilities",1,"Good","good"
"library_facilities",1,"Good","good"
"library_facilities",-1,"duration of issuing   books from library should be changed from 1week to 2 week that would be great.","duration issuing books library changed 1week 2 week would great"
"library_facilities",-1,"absolutely fine all books are there but the thing is that the time limit is very less we have to return the book that we have issued  very fast","absolutely fine books thing time limit less return book issued fast"
"library_facilities",0,"i dont think about","dont think"
"library_facilities",0,"very good","good"
"library_facilities",1,"very good.","good"
"library_facilities",1,"good","good"
"library_facilities",1,"very good","good"
"library_facilities",1,"good","good"
"library_facilities",1,"good","good"
"library_facilities",1,"good","good"
"library_facilities",1,"It is excellent.","excellent"
"library_facilities",1,"GOOD","good"
"library_facilities",1,"good","good"
"library_facilities",-1,"library facilities need to be improve by bringing some more books","library facilities need improve bringing books"
"library_facilities",1,"EXELLENT","exellent"
"library_facilities",1,"excellent","excellent"
"library_facilities",1,"good","good"
"library_facilities",1,"Library facilities are the strength of this university. It is awesome.","library facilities strength university awesome"
"library_facilities",1,"good","good"
"library_facilities",0,"Almost each and every books is there.But the time limit for keeping book is too much shorted.","almost every books therebut time limit keeping book much shorted"
"library_facilities",-1,"waste ,library is not the good place to study","waste library good place study"
"library_facilities",1,"good","good"
"library_facilities",1,"Good","good"
"library_facilities",0,"It's good but we don't find the books because their are much less number of books","good dont find books much less number books"
"library_facilities",1,"perfect","perfect"
"library_facilities",1,"They are good.","good"
"library_facilities",1,"excellent","excellent"
"library_facilities",1,"it is very nice and timings of library is good 5/5","nice timings library good 55"
"library_facilities",1,"excellent","excellent"
"library_facilities",0,"good but there is more need of keeping books of general topics about social,polity,gk,...etc other than related to subject so that we will get some knowledge about country related issues..............","good need keeping books general topics socialpolitygketc related subject get knowledge country related issues"
"library_facilities",1,"Good","good"
"library_facilities",1,"good","good"
"library_facilities",0,"Books are heavily outnumbered when compared to number of students this is the only problem with library.","books heavily outnumbered compared number students problem library"
"library_facilities",1,"good","good"
"library_facilities",-1,"Insufficient books","insufficient books"
"library_facilities",1,"I have no words to say about our library facilities,,,,,,,, SIMPLY AWESOME","words say library facilities simply awesome"
"library_facilities",0,"good but timings should be 24hrs","good timings 24hrs"
"library_facilities",-1,"insufficient books","insufficient books"
"library_facilities",0,"Library facility is very good but there is a problem collection of books, Available books are very less for some subjects","library facility good problem collection books available books less subjects"
"library_facilities",1,"good","good"
"library_facilities",1,"good enough.","good enough"
"library_facilities",1,"good","good"
"library_facilities",-1,"rough handling","rough handling"
